XM_016180148.3	0.0	1592	95	98.242	NM_058147.4	958	910
XM_016180148.3	0.0	1592	95	98.242	NM_001032098.2	958	910
XM_002081863.4	0.0	929	98	90.896	NM_137366.4	1265	692
XM_002081863.4	0.0	771	98	92.125	NM_137366.4	1265	546
XM_002081863.4	8.53e-29	128	5	100.000	NM_206151.2	1265	69
XM_002106603.4	0.0	2143	94	96.390	NM_078558.3	1382	1302
XM_002084579.4	0.0	2625	99	94.344	NM_001274820.1	1719	1715
XM_016181153.3	0.0	3068	91	93.632	NM_078687.2	2233	2073
XM_016181153.3	3.49e-164	579	22	87.961	NR_123959.1	2233	515
XM_016180986.3	0.0	3417	99	97.736	NM_057444.3	1997	1988
XM_016178930.2	1.33e-160	566	82	84.526	NM_057296.2	1107	601
XM_016178930.2	1.10e-116	420	82	90.536	NM_057296.2	1107	317
XM_002085127.3	4.00e-159	560	89	94.986	NM_079390.3	723	359
XM_002085127.3	2.46e-141	501	89	93.472	NM_079390.3	723	337
XM_002085127.3	1.33e-34	147	11	100.000	NM_080194.4	723	79
XM_002105962.4	0.0	3723	99	94.641	NM_001272261.2	2433	2426
XM_039298660.2	0.0	1661	100	96.875	NM_058147.4	992	992
XM_039298660.2	0.0	1661	100	96.875	NM_001032098.2	992	992
XM_016174552.3	0.0	1923	94	97.208	NM_001300640.1	1200	1146
XM_016173312.3	0.0	2968	99	96.348	NM_057512.3	1809	1807
XM_016173312.3	4.29e-48	193	6	99.074	NM_057711.3	1809	108
XM_016177561.3	0.0	5027	99	96.871	NM_080709.3	3046	3004
XM_002106550.4	0.0	2669	99	97.864	NM_001298141.1	1557	1545
XM_002106550.4	2.69e-89	329	33	78.447	NM_001298142.1	1557	515
XM_002106550.4	1.01e-58	228	22	78.797	NR_123851.1	1557	349
XM_016175851.1	0.0	4730	99	96.175	NM_001363924.1	2891	2902
XM_016176314.3	0.0	5029	99	95.553	NM_079707.4	3156	3148
XM_002084421.4	0.0	1232	85	97.257	NM_057387.5	857	729
XM_002077000.4	0.0	7481	93	94.035	NM_079878.5	5314	4979
XM_002078253.4	0.0	3644	99	97.474	NM_001273183.2	2135	2138
XM_002078253.4	2.65e-145	516	23	98.299	NR_124111.1	2135	294
XM_002078253.4	2.25e-81	303	23	94.000	NR_124111.1	2135	200
XM_016176848.2	0.0	1306	90	95.012	NM_001038953.2	918	842
XM_016176848.2	1.56e-94	346	61	78.092	NM_080173.2	918	566
XM_016176848.2	1.22e-85	316	61	77.208	NM_080175.3	918	566
XM_016176848.2	6.02e-44	178	53	73.523	NM_080174.4	918	491
XM_016176848.2	7.84e-38	158	28	77.736	NM_080375.3	918	265
XM_002081834.4	0.0	2700	99	97.182	NM_001299589.1	1618	1597
XM_002081834.4	0.0	2588	99	95.883	NM_079044.2	1618	1603
XM_002107460.3	0.0	4209	100	97.642	NM_001298572.1	2451	2460
XM_002078247.4	7.57e-160	562	85	90.315	NM_134272.1	499	444
XM_002078247.4	4.29e-18	91.6	10	100.000	NM_057296.2	499	49
XM_002105418.3	0.0	893	97	95.676	NM_057236.5	571	555
XM_002105418.3	1.70e-47	189	19	98.148	NM_176585.2	571	108
XM_002105419.2	0.0	1086	95	96.918	NM_176585.2	683	649
XM_002105419.2	5.61e-58	224	21	95.070	NM_057236.5	683	142
XM_039291298.1	0.0	2669	99	97.038	NM_079044.2	1593	1587
XM_039291298.1	0.0	2588	100	96.048	NM_001299589.1	1593	1594
XM_039294541.2	0.0	4161	99	97.770	NM_080504.4	2421	2422
XM_039294541.2	5.76e-48	193	7	88.608	NM_001382008.1	2421	158
XM_039294541.2	2.78e-21	104	6	78.981	NM_057853.3	2421	157
XM_039291276.2	0.0	5192	81	97.724	NM_164486.2	3707	3032
XM_002079915.4	0.0	3773	99	95.236	NM_001014491.2	2406	2393
XM_002079915.4	4.30e-69	263	7	94.706	NM_136142.3	2406	170
XM_016172778.3	0.0	3088	97	90.373	NM_132409.3	4799	2389
XM_016172778.3	0.0	2752	97	88.470	NM_132409.3	4799	2333
XM_039294980.2	0.0	6630	99	96.137	NM_079613.3	4400	4064
XM_039294980.2	4.40e-121	436	99	94.755	NM_079613.3	4400	286
XM_002104019.3	3.86e-122	436	71	93.603	NM_001275509.1	407	297
XM_016173243.3	0.0	2272	91	96.711	NM_057455.3	1501	1368
XM_016178102.3	0.0	3426	99	96.451	NM_165279.2	2087	2085
XM_016178102.3	1.40e-38	161	4	98.901	NM_057260.4	2087	91
XM_016172875.3	0.0	2848	99	94.367	NM_078517.3	3614	1864
XM_016172875.3	0.0	2148	99	95.925	NM_078517.3	3614	1325
XM_016172875.3	0.0	1212	99	97.595	NM_078517.3	3614	707
XM_016172875.3	1.01e-116	422	99	91.749	NM_078517.3	3614	303
XM_016172875.3	3.74e-96	353	99	86.297	NM_078517.3	3614	343
XM_016172875.3	4.94e-80	300	99	90.667	NM_078517.3	3614	225
XM_016172875.3	2.36e-58	228	99	94.558	NM_078517.3	3614	147
XM_016172875.3	1.16e-16	89.8	99	89.855	NM_078517.3	3614	69
XM_016172875.3	2.85e-107	390	9	95.851	NR_047779.1	3614	241
XM_016172875.3	3.15e-37	158	9	95.876	NR_047779.1	3614	97
XM_002082305.3	2.48e-176	617	75	90.147	NM_001144249.2	766	477
XM_002082305.3	3.03e-36	152	75	94.059	NM_001144249.2	766	101
XM_002082305.3	2.48e-176	617	75	90.147	NM_166397.3	766	477
XM_002082305.3	3.03e-36	152	75	94.059	NM_166397.3	766	101
XM_002104235.3	0.0	885	90	94.048	NM_141536.3	649	588
XM_016175878.3	0.0	4178	98	96.659	NM_176410.3	2553	2514
XM_002084127.4	0.0	3757	99	95.833	NM_001014577.2	2360	2352
XM_044923750.1	0.0	8270	92	95.939	NM_001272374.1	5591	5146
XM_044923750.1	5.02e-17	91.6	92	98.113	NM_001272374.1	5591	53
XM_044923750.1	3.69e-53	211	2	99.145	NR_047775.1	5591	117
XM_002105417.2	0.0	1037	93	96.931	NM_079839.3	662	619
XM_002104138.4	0.0	5153	99	93.759	NM_057746.4	3450	3445
XM_002105436.4	0.0	2281	96	97.739	NM_176587.2	1388	1327
XM_039293550.2	0.0	13291	98	94.958	NM_001274688.1	8568	8647
XM_016174848.3	0.0	10663	99	96.320	NM_142930.3	6493	6495
XM_002081767.4	0.0	2556	93	96.449	NM_057914.4	1668	1549
XM_002081767.4	1.82e-51	204	7	98.276	NM_166186.3	1668	116
XM_002085113.4	0.0	3465	94	96.646	NM_079384.5	2217	2087
XM_039296536.2	0.0	4578	98	93.728	NM_206656.2	3185	3077
XM_039296536.2	2.83e-22	108	98	95.522	NM_206656.2	3185	67
XM_016170758.2	0.0	5062	99	98.369	NM_001274433.1	2885	2882
XM_002105451.4	2.64e-143	507	90	94.048	NM_079849.4	373	336
XM_002105451.4	2.21e-89	327	71	89.179	NM_079850.4	373	268
XM_016180674.3	0.0	5627	99	95.937	NM_001014693.2	3527	3495
XM_016176451.3	0.0	5201	99	97.189	NM_001170177.2	3090	3095
XM_016177376.3	0.0	1565	99	91.681	NM_079753.4	1289	1154
XM_016177376.3	1.80e-55	217	99	94.406	NM_079753.4	1289	143
XM_002078616.4	0.0	952	93	89.404	NM_078788.3	808	755
XM_016172915.3	0.0	1701	96	97.778	NM_001298000.1	1144	990
XM_016172915.3	4.57e-36	152	96	91.304	NM_001298000.1	1144	115
XM_016172915.3	4.77e-06	52.8	3	96.875	NM_079847.3	1144	32
XM_016175570.3	0.0	3188	100	93.917	NM_057310.4	2126	2137
XM_016175570.3	1.63e-122	440	13	96.283	NM_142529.3	2126	269
XM_016175570.3	2.49e-06	54.7	1	100.000	NM_001382004.1	2126	29
XM_016172451.3	0.0	3574	97	86.720	NM_001144743.2	4794	3351
XM_016172451.3	0.0	974	97	86.614	NM_001144743.2	4794	889
XM_016172451.3	6.80e-55	217	97	82.422	NM_001144743.2	4794	256
XM_016172451.3	6.85e-50	200	97	80.989	NM_001144743.2	4794	263
XM_016172451.3	1.92e-45	185	97	81.938	NM_001144743.2	4794	227
XM_016172451.3	6.95e-40	167	97	78.824	NM_001144743.2	4794	255
XM_016172451.3	3.25e-33	145	97	78.541	NM_001144743.2	4794	233
XM_016172451.3	3.28e-28	128	97	80.864	NM_001144743.2	4794	162
XM_016172451.3	0.0	3565	97	86.701	NM_001031898.3	4794	3346
XM_016172451.3	0.0	974	97	86.614	NM_001031898.3	4794	889
XM_016172451.3	6.80e-55	217	97	82.422	NM_001031898.3	4794	256
XM_016172451.3	6.85e-50	200	97	80.989	NM_001031898.3	4794	263
XM_016172451.3	1.92e-45	185	97	81.938	NM_001031898.3	4794	227
XM_016172451.3	6.95e-40	167	97	78.824	NM_001031898.3	4794	255
XM_016172451.3	3.25e-33	145	97	78.541	NM_001031898.3	4794	233
XM_016172451.3	3.28e-28	128	97	80.864	NM_001031898.3	4794	162
XM_016178686.3	0.0	1299	84	94.249	NM_164799.2	1018	852
XM_039298055.2	0.0	13538	99	92.835	NM_057511.4	9356	9407
XM_002081313.4	0.0	1221	98	90.879	NM_079006.4	942	921
XM_002082304.4	1.47e-171	601	88	93.548	NM_137644.1	459	403
XM_016175156.3	0.0	1066	92	95.058	NM_057869.4	731	688
XM_016168789.3	0.0	3158	100	96.331	NM_001299823.1	1929	1935
XM_016172543.3	0.0	6309	94	95.799	NM_001272649.2	4187	3951
XM_002079077.4	0.0	994	99	89.724	NM_001259059.1	801	798
XM_002079077.4	0.0	994	99	89.724	NM_001259056.1	801	798
XM_016175375.3	0.0	2802	97	98.370	NM_079643.2	1645	1595
XM_016175375.3	0.0	1454	69	89.719	NM_001300385.1	1645	1138
